,title,issue,year,metaChar,alias,publisher,keep,firstName,lastName
372,Justice League Adventures,11,2002,Flash,Wally West,DC,1,Wally,West
373,Justice League Adventures,11,2002,Green Lantern,John Stewart,DC,1,John,Stewart
374,Justice League Adventures,11,2002,Hawkgirl,,DC,1,null,null
375,Justice League Adventures,11,2002,Superman,,DC,1,null,null
376,Nightwing,5,2011,Nightwing,,DC,1,null,null
377,The Flash,247,1959,Abra Kadabra,,DC,1,null,null
378,The Flash,247,1959,Flash,Jay Garrick,DC,1,Jay,Garrick
379,The Flash,247,1959,Flash,Barry Allen,DC,1,Barry,Allen
380,The Flash,247,1959,Joan Garrick,,DC,1,null,null
381,Justice League vs. Suicide Squad,1,2017,Aquaman,,DC,1,null,null
382,Justice League vs. Suicide Squad,1,2017,Batman,Wayne,DC,1,,Wayne
383,Justice League vs. Suicide Squad,1,2017,Captain Boomerang,,DC,1,null,null
384,Justice League vs. Suicide Squad,1,2017,Cyborg,,DC,1,null,null
385,Justice League vs. Suicide Squad,1,2017,Deadshot,,DC,1,null,null
386,Justice League vs. Suicide Squad,1,2017,Enchantress,,DC,1,null,null
387,Justice League vs. Suicide Squad,1,2017,Flash,,DC,1,null,null
388,Justice League vs. Suicide Squad,1,2017,Green Lantern,Baz,DC,1,,Baz
389,Justice League vs. Suicide Squad,1,2017,Green Lantern,Cruz,DC,1,,Cruz
390,Justice League vs. Suicide Squad,1,2017,Harley Quinn,,DC,1,null,null
391,Justice League vs. Suicide Squad,1,2017,Killer Croc,,DC,1,null,null
392,Justice League vs. Suicide Squad,1,2017,Killer Frost,,DC,1,null,null
393,Justice League vs. Suicide Squad,1,2017,"Maxwell 'Max' Lord, IV",,DC,1,null,null
394,Justice League vs. Suicide Squad,1,2017,Superman,Clark Kent,DC,1,Clark,Kent
395,Justice League vs. Suicide Squad,1,2017,Amanda Waller,,DC,1,null,null
396,Justice League vs. Suicide Squad,1,2017,Wonder Woman,,DC,1,null,null
397,Wonder Woman,0,2011,Hippolyta,,DC,1,null,null
398,Wonder Woman,0,2011,Wonder Woman,,DC,1,null,null
399,Supergirl,1,1972,Supergirl,,DC,1,null,null
400,Supergirl,1,1972,Zatanna,,DC,1,null,null
401,Birds of Prey,37,1999,Batgirl,Barbara Gordon,DC,1,Barbara,Gordon
402,Birds of Prey,37,1999,Black Canary,Dinah Laurel Lance,DC,1,Dinah Laurel,Lance
403,Birds of Prey,37,1999,Blue Beetle,Ted Kord,DC,1,Ted,Kord
404,Birds of Prey,37,1999,Green Lantern,Hal Jordan,DC,1,Hal,Jordan
405,Birds of Prey,37,1999,Martian Manhunter,,DC,1,null,null
406,Birds of Prey,37,1999,Nightwing,Dick Grayson,DC,1,Dick,Grayson
407,Birds of Prey,37,1999,Oracle,Barbara Gordon,DC,1,Barbara,Gordon
408,Birds of Prey,37,1999,Poison Ivy,,DC,1,null,null
409,Birds of Prey,37,1999,Robin,Dick Grayson,DC,1,Dick,Grayson
410,Birds of Prey,37,1999,Robin,Tim Drake,DC,1,Tim,Drake
411,Birds of Prey,37,1999,Superman,Clark Kent,DC,1,Clark,Kent
412,Green Arrow [II],1,2010,Green Arrow,Oliver Queen,DC,1,Oliver,Queen
413,Green Arrow [II],1,2010,Green Lantern,Hal Jordan,DC,1,Hal,Jordan
414,Green Lantern,43,2005,Abra Kadabra,,DC,1,null,null
415,Green Lantern,43,2005,Anti-Monitor,,DC,1,null,null
416,Green Lantern,43,2005,Aqualad,Garth,DC,1,,Garth
417,Green Lantern,43,2005,Atom,Al Pratt,DC,1,Al,Pratt
418,Green Lantern,43,2005,Atrocitus,,DC,1,null,null
419,Green Lantern,43,2005,Black Hand,,DC,1,null,null
420,Green Lantern,43,2005,Blue Beetle,Ted Kord,DC,1,Ted,Kord
421,Green Lantern,43,2005,Captain Boomerang,George Harkness,DC,1,George,Harkness
422,Green Lantern,43,2005,Captain Cold,,DC,1,null,null
423,Green Lantern,43,2005,Ch'p,,DC,1,null,null
424,Green Lantern,43,2005,Chaselon,,DC,1,null,null
425,Green Lantern,43,2005,Deathstroke the Terminator,,DC,1,null,null
426,Green Lantern,43,2005,Sue Dearbon Dibny,,DC,1,null,null
427,Green Lantern,43,2005,Doctor Light,Arthur Light,DC,1,Arthur,Light
428,Green Lantern,43,2005,Elongated Man,,DC,1,null,null
429,Green Lantern,43,2005,Firestorm,Ronnie Raymond,DC,1,Ronnie,Raymond
430,Green Lantern,43,2005,Flash,Barry Allen,DC,1,Barry,Allen
431,Green Lantern,43,2005,Flash,Bart Allen,DC,1,Bart,Allen
432,Green Lantern,43,2005,Green Arrow,Oliver Queen,DC,1,Oliver,Queen
433,Green Lantern,43,2005,Green Lantern,Hal Jordan,DC,1,Hal,Jordan
434,Green Lantern,43,2005,Green Lantern,Guy Gardner,DC,1,Guy,Gardner
435,Green Lantern,43,2005,Green Lantern,John Stewart,DC,1,John,Stewart
436,Green Lantern,43,2005,Heatwave,,DC,1,null,null
437,Green Lantern,43,2005,Ice,,DC,1,null,null
438,Green Lantern,43,2005,Katma-Tui,,DC,1,null,null
439,Green Lantern,43,2005,Kilowog,,DC,1,null,null
440,Green Lantern,43,2005,Lois Joanne Lane,,DC,1,null,null
441,Green Lantern,43,2005,"Maxwell 'Max' Lord, IV",,DC,1,null,null
442,Green Lantern,43,2005,Martian Manhunter,,DC,1,null,null
443,Green Lantern,43,2005,Medphyll,,DC,1,null,null
444,Green Lantern,43,2005,Parallax,Hal Jordan,DC,1,Hal,Jordan
445,Green Lantern,43,2005,Parallax,Entity,DC,1,,Entity
446,Green Lantern,43,2005,Salaak,,DC,1,null,null
447,Green Lantern,43,2005,Shadow Thief,,DC,1,null,null
448,Green Lantern,43,2005,Sinestro,,DC,1,null,null
449,Green Lantern,43,2005,Slushh,,DC,1,null,null
450,Green Lantern,43,2005,Spectre,Hal Jordan,DC,1,Hal,Jordan
451,Green Lantern,43,2005,Spectre,Crispus Allen,DC,1,Crispus,Allen
452,Green Lantern,43,2005,Superboy,Conner Kent,DC,1,Conner,Kent
453,Green Lantern,43,2005,Superman,Clark Kent,DC,1,Clark,Kent
454,Green Lantern,43,2005,Tomar-Re,,DC,1,null,null
455,Green Lantern,43,2005,Wonder Girl,Cassie Sandsmark,DC,1,Cassie,Sandsmark
456,Green Lantern,43,2005,Wonder Woman,Diana,DC,1,,Diana
457,Green Lantern,43,2005,Barreer Wot,,DC,1,null,null
458,Supergirl,7,2005,Nightwing,Kara Zor-L,DC,1,Kara,Zor-L
459,Supergirl,7,2005,Supergirl,Kara Zor-El,DC,1,Kara,Zor-El
460,Supergirl,7,2005,Ultraman,,DC,1,null,null
461,The Flash,189,1959,Flash,Barry Allen,DC,1,Barry,Allen
462,The Flash,189,1959,Kid Flash,Wally West,DC,1,Wally,West
463,The Flash,189,1959,Iris Ann Russell West-Allen,,DC,1,null,null
464,Supergirl,22,1996,Supergirl,Linda Danvers,DC,1,Linda,Danvers
465,Green Lantern,13,2011,Aquaman,,DC,1,null,null
466,Green Lantern,13,2011,Batman,Wayne,DC,1,,Wayne
467,Green Lantern,13,2011,Cyborg,,DC,1,null,null
468,Green Lantern,13,2011,Flash,,DC,1,null,null
469,Green Lantern,13,2011,Green Lantern,Baz,DC,1,,Baz
470,Green Lantern,13,2011,Superman,,DC,1,null,null
471,Green Lantern,13,2011,Amanda Waller,,DC,1,null,null
472,Green Lantern,13,2011,Wonder Woman,,DC,1,null,null
473,Injustice: Gods Among Us: Year Five,10,2016,Cyborg,,DC,1,null,null
474,Injustice: Gods Among Us: Year Five,10,2016,Flash,,DC,1,null,null
475,Injustice: Gods Among Us: Year Five,10,2016,Green Lantern,,DC,1,null,null
476,Injustice: Gods Among Us: Year Five,10,2016,Lex Luthor,,DC,1,null,null
477,Injustice: Gods Among Us: Year Five,10,2016,Superman,,DC,1,null,null
478,Injustice: Gods Among Us: Year Five,10,2016,Trickster,,DC,1,null,null
479,Injustice: Gods Among Us: Year Five,10,2016,Wonder Woman,,DC,1,null,null
480,Wonder Woman '77 [II],2,2015,Cheetah,,DC,1,null,null
481,Wonder Woman '77 [II],2,2015,Wonder Woman,,DC,1,null,null
482,Batman 80-Page Giant,1,2010,Batman,Dick Grayson,DC,1,Dick,Grayson
483,Batman 80-Page Giant,1,2010,Robin,Damian Wayne,DC,1,Damian,Wayne
484,Batman 80-Page Giant,1,2010,Batman,Dick Grayson,DC,1,Dick,Grayson
485,Batman 80-Page Giant,1,2010,Alfred Thaddeus Crane Pennyworth,,DC,1,null,null
486,Batman 80-Page Giant,1,2010,Robin,Damian Wayne,DC,1,Damian,Wayne
487,Batman 80-Page Giant,1,2010,Killer Croc,,DC,1,null,null
488,Batman 80-Page Giant,1,2010,Poison Ivy,,DC,1,null,null
489,Batman 80-Page Giant,1,2010,Batman,Dick Grayson,DC,1,Dick,Grayson
490,Batman 80-Page Giant,1,2010,James Worthington Gordon,,DC,1,null,null
491,Batman 80-Page Giant,1,2010,Batman,Dick Grayson,DC,1,Dick,Grayson
492,Wonder Woman,13,1987,Aphrodite,,DC,1,null,null
493,Wonder Woman,13,1987,Ares,,DC,1,null,null
494,Wonder Woman,13,1987,Arisia,,DC,1,null,null
495,Wonder Woman,13,1987,Pallas Athena,,DC,1,null,null
496,Wonder Woman,13,1987,Batman,,DC,1,null,null
497,Wonder Woman,13,1987,Black Canary,Dinah Laurel Lance,DC,1,Dinah Laurel,Lance
498,Wonder Woman,13,1987,Captain Atom,,DC,1,null,null
499,Wonder Woman,13,1987,Firestorm,Raymond/Arkadin/Stein,DC,1,,Raymond/Arkadin/Stein
500,Wonder Woman,13,1987,Flash,Wally West,DC,1,Wally,West
501,Wonder Woman,13,1987,Green Lantern,Hal Jordan,DC,1,Hal,Jordan
502,Wonder Woman,13,1987,Green Lantern,Guy Gardner,DC,1,Guy,Gardner
503,Wonder Woman,13,1987,Hephaestus,,DC,1,null,null
504,Wonder Woman,13,1987,Hera,,DC,1,null,null
505,Wonder Woman,13,1987,Hermes,,DC,1,null,null
506,Wonder Woman,13,1987,Hippolyta,,DC,1,null,null
507,Wonder Woman,13,1987,Jade,Jennie-Lynn Hayden,DC,1,Jennie-Lynn,Hayden
508,Wonder Woman,13,1987,Martian Manhunter,,DC,1,null,null
509,Wonder Woman,13,1987,Superman,Clark Kent,DC,1,Clark,Kent
510,Wonder Woman,13,1987,Wonder Woman,Diana,DC,1,,Diana
511,Wonder Woman,13,1987,Zeus,,DC,1,null,null
512,Green Lantern,17,1990,Brik,,DC,1,null,null
513,Green Lantern,17,1990,Chaselon,,DC,1,null,null
514,Green Lantern,17,1990,Green Lantern,Hal Jordan,DC,1,Hal,Jordan
515,Green Lantern,17,1990,Green Lantern,John Stewart,DC,1,John,Stewart
516,Green Lantern,17,1990,Tomar-Tu,,DC,1,null,null
517,Wonder Woman,163,1942,Wonder Woman,,DC,1,null,null
518,Wonder Woman,163,1942,Wonder Woman,,DC,1,null,null
519,Wonder Woman,163,1942,Wonder Woman,,DC,1,null,null
520,Green Lantern,33,2005,Atrocitus,,DC,1,null,null
521,Green Lantern,33,2005,Carol Ferris,,DC,1,null,null
522,Green Lantern,33,2005,Green Lantern,Hal Jordan,DC,1,Hal,Jordan
523,Green Lantern,33,2005,Hector Hammond,,DC,1,null,null
524,Green Lantern,33,2005,Sinestro,,DC,1,null,null
525,Green Lantern,33,2005,Abin Sur,,DC,1,null,null
526,Green Lantern,165,1960,Green Arrow,,DC,1,null,null
527,Green Lantern,165,1960,Green Lantern,John Stewart,DC,1,John,Stewart
528,Wonder Woman '77 [I],7,2015,Cheetah,,DC,1,null,null
529,Wonder Woman '77 [I],7,2015,Wonder Woman,,DC,1,null,null
530,Green Arrow,35,2001,Batman,,DC,1,null,null
531,Green Arrow,35,2001,Green Arrow,Oliver Queen,DC,1,Oliver,Queen
532,Green Arrow,35,2001,Green Arrow,Connor Hawke,DC,1,Connor,Hawke
533,Green Arrow,35,2001,Speedy,Mia Dearden,DC,1,Mia,Dearden
534,Birds of Prey,16,1999,Black Canary,Dinah Laurel Lance,DC,1,Dinah Laurel,Lance
535,Birds of Prey,16,1999,James Worthington Gordon,,DC,1,null,null
536,Birds of Prey,16,1999,Joker,'Jack',DC,1,,'Jack'
537,Birds of Prey,16,1999,Oracle,Barbara Gordon,DC,1,Barbara,Gordon
538,Birds of Prey,16,1999,Power Girl,,DC,1,null,null
539,Justice League of America,8,2015,Aquaman,,DC,1,null,null
540,Justice League of America,8,2015,Cyborg,,DC,1,null,null
541,Justice League of America,8,2015,Flash,,DC,1,null,null
542,Justice League of America,8,2015,Superman,,DC,1,null,null
543,Justice League of America,8,2015,Wonder Woman,,DC,1,null,null
544,Cave Carson Has a Cybernetic Eye,1,2016,Batgirl,Barbara Gordon,DC,1,Barbara,Gordon
545,Cave Carson Has a Cybernetic Eye,1,2016,Joker,,DC,1,null,null
546,Raven,5,2016,Raven,,DC,1,null,null
547,Justice League Adventures,32,2002,Flash,Wally West,DC,1,Wally,West
548,Justice League Adventures,32,2002,Martian Manhunter,,DC,1,null,null
549,Green Lantern Secret Files and Origins 2005,1,2005,Carol Ferris,,DC,1,null,null
550,Green Lantern Secret Files and Origins 2005,1,2005,Green Lantern,Hal Jordan,DC,1,Hal,Jordan
551,Green Lantern Secret Files and Origins 2005,1,2005,Green Lantern,Kyle Rayner,DC,1,Kyle,Rayner
552,Green Lantern Secret Files and Origins 2005,1,2005,Green Lantern,Hal Jordan,DC,1,Hal,Jordan
553,Green Lantern Secret Files and Origins 2005,1,2005,Green Lantern,Kyle Rayner,DC,1,Kyle,Rayner
554,Green Lantern Secret Files and Origins 2005,1,2005,Green Lantern,John Stewart,DC,1,John,Stewart
555,Green Lantern Secret Files and Origins 2005,1,2005,Green Lantern,Guy Gardner,DC,1,Guy,Gardner
556,Green Lantern Secret Files and Origins 2005,1,2005,Green Lantern,Kyle Rayner,DC,1,Kyle,Rayner
557,Green Lantern Secret Files and Origins 2005,1,2005,Parallax,Hal Jordan,DC,1,Hal,Jordan
558,Green Lantern Secret Files and Origins 2005,1,2005,Spectre,Hal Jordan,DC,1,Hal,Jordan
559,Green Lantern Secret Files and Origins 2005,1,2005,Parallax,Entity,DC,1,,Entity
560,Green Lantern Secret Files and Origins 2005,1,2005,Kilowog,,DC,1,null,null
561,Green Lantern Secret Files and Origins 2005,1,2005,Sinestro,,DC,1,null,null
562,Aquaman,57,1962,Aquaman,,DC,1,null,null
563,Aquaman,57,1962,Black Manta,,DC,1,null,null
564,Supergirl,38,2005,Supergirl,Kara Zor-El,DC,1,Kara,Zor-El
565,Supergirl,38,2005,Superwoman,,DC,1,null,null
566,Supergirl,38,2005,Supergirl,Kara Zor-El,DC,1,Kara,Zor-El
567,Aquaman,9,2016,Aquaman,,DC,1,null,null
568,Aquaman,9,2016,Mera,,DC,1,null,null
569,The Flash,51,2011,Captain Cold,,DC,1,null,null
570,The Flash,51,2011,Flash,,DC,1,null,null
571,The Flash,51,2011,Kid Flash,Wally K West,DC,1,Wally K,West
572,The Flash,51,2011,David Singh,,DC,1,null,null
573,The Flash,51,2011,Trickster,,DC,1,null,null
574,The Flash,51,2011,Iris West,,DC,1,null,null
575,Batman: Li'l Gotham,6,2013,Batman,,DC,1,null,null
576,Birds of Prey,64,1999,Black Canary,Dinah Laurel Lance,DC,1,Dinah Laurel,Lance
577,Birds of Prey,64,1999,Cheshire,,DC,1,null,null
578,Birds of Prey,64,1999,Huntress,Helena Bertinelli,DC,1,Helena,Bertinelli
579,Birds of Prey,64,1999,Oracle,Barbara Gordon,DC,1,Barbara,Gordon
580,Birds of Prey,64,1999,Savant,,DC,1,null,null
581,Green Lantern,21,2011,Green Lantern,Jordan,DC,1,,Jordan
582,Green Lantern,21,2011,Green Lantern,Stewart,DC,1,,Stewart
583,Green Lantern,21,2011,Kilowog,,DC,1,null,null
584,Green Lantern,21,2011,Larfleeze,,DC,1,null,null
585,Green Lantern,21,2011,Salaak,,DC,1,null,null
586,Green Lantern,21,2011,Voz,,DC,1,null,null
587,Aquaman: Sword of Atlantis,43,2006,Aquaman,,DC,1,null,null
588,Aquaman: Sword of Atlantis,43,2006,Mera,,DC,1,null,null
589,Aquaman: Sword of Atlantis,43,2006,Ocean Master,,DC,1,null,null
590,Aquaman: Sword of Atlantis,43,2006,Spectre,Spirit of Vengeance/no host,DC,1,Spirit of Vengeance/no,host
591,Aquaman: Sword of Atlantis,43,2006,Tempest,Garth,DC,1,,Garth
592,Aquaman: Sword of Atlantis,43,2006,Nuidis Vulko,,DC,1,null,null
593,Justice League International,68,1993,Aquaman,,DC,1,null,null
594,Justice League International,68,1993,Black Canary,Dinah Laurel Lance,DC,1,Dinah Laurel,Lance
595,Justice League International,68,1993,Elongated Man,,DC,1,null,null
596,Justice League International,68,1993,Fire,,DC,1,null,null
597,Justice League International,68,1993,Flash,Barry Allen,DC,1,Barry,Allen
598,Justice League International,68,1993,Green Lantern,Hal Jordan,DC,1,Hal,Jordan
599,Justice League International,68,1993,Martian Manhunter,,DC,1,null,null
600,Justice League International,68,1993,Superman,Clark Kent,DC,1,Clark,Kent
601,Injustice: Gods Among Us: Year Five,7,2016,Cyborg,,DC,1,null,null
602,Injustice: Gods Among Us: Year Five,7,2016,Deadman,,DC,1,null,null
603,Injustice: Gods Among Us: Year Five,7,2016,Harley Quinn,,DC,1,null,null
604,Injustice: Gods Among Us: Year Five,7,2016,Alfred Pennyworth,,DC,1,null,null
605,Injustice: Gods Among Us: Year Five,7,2016,Robin,,DC,1,null,null
606,Injustice: Gods Among Us: Year Five,7,2016,Scarecrow,,DC,1,null,null
607,Injustice: Gods Among Us: Year Five,7,2016,Superman,,DC,1,null,null
608,The Flash,70,1987,Flash,Wally West,DC,1,Wally,West
609,The Flash,70,1987,Gorilla Grodd,,DC,1,null,null
610,The Flash,70,1987,Green Lantern,Hal Jordan,DC,1,Hal,Jordan
611,The Flash,70,1987,Hector Hammond,,DC,1,null,null
612,Green Lantern,88,1960,Green Lantern,Alan Scott,DC,1,Alan,Scott
613,Wonder Woman,44,1942,Wonder Woman,,DC,1,null,null
614,Harley Quinn and the Suicide Squad April Fools' Special,1,2016,Batman,Wayne,DC,1,,Wayne
615,Harley Quinn and the Suicide Squad April Fools' Special,1,2016,Captain Boomerang,,DC,1,null,null
616,Harley Quinn and the Suicide Squad April Fools' Special,1,2016,Cyborg,,DC,1,null,null
617,Harley Quinn and the Suicide Squad April Fools' Special,1,2016,Deathstroke,,DC,1,null,null
618,Harley Quinn and the Suicide Squad April Fools' Special,1,2016,Enchantress,,DC,1,null,null
619,Harley Quinn and the Suicide Squad April Fools' Special,1,2016,Flash,,DC,1,null,null
620,Harley Quinn and the Suicide Squad April Fools' Special,1,2016,Green Lantern,Jordan,DC,1,,Jordan
621,Harley Quinn and the Suicide Squad April Fools' Special,1,2016,Harley Quinn,,DC,1,null,null
622,Harley Quinn and the Suicide Squad April Fools' Special,1,2016,Katana,,DC,1,null,null
623,Harley Quinn and the Suicide Squad April Fools' Special,1,2016,Killer Croc,,DC,1,null,null
624,Harley Quinn and the Suicide Squad April Fools' Special,1,2016,Lex Luthor,,DC,1,null,null
625,Harley Quinn and the Suicide Squad April Fools' Special,1,2016,Poison Ivy,,DC,1,null,null
626,Harley Quinn and the Suicide Squad April Fools' Special,1,2016,Scarecrow,,DC,1,null,null
627,Harley Quinn and the Suicide Squad April Fools' Special,1,2016,Superman,Clark Kent,DC,1,Clark,Kent
628,Harley Quinn and the Suicide Squad April Fools' Special,1,2016,Amanda Waller,,DC,1,null,null
629,Harley Quinn and the Suicide Squad April Fools' Special,1,2016,Wonder Woman,,DC,1,null,null
630,The Legend of Wonder Woman,1,1986,Hippolyta,,DC,1,null,null
631,The Legend of Wonder Woman,1,1986,Steve Trevor,,DC,1,null,null
632,The Legend of Wonder Woman,1,1986,Wonder Woman,,DC,1,null,null
633,Green Lantern,12,2011,Arisia,,DC,1,null,null
634,Green Lantern,12,2011,Black Hand,,DC,1,null,null
635,Green Lantern,12,2011,Carol Ferris,,DC,1,null,null
636,Green Lantern,12,2011,Ganthet,,DC,1,null,null
637,Green Lantern,12,2011,Green Lantern,Jordan,DC,1,,Jordan
638,Green Lantern,12,2011,Green Lantern,Gardner,DC,1,,Gardner
639,Green Lantern,12,2011,Green Lantern,Rayner,DC,1,,Rayner
640,Green Lantern,12,2011,Hannu,,DC,1,null,null
641,Green Lantern,12,2011,Kilowog,,DC,1,null,null
642,Green Lantern,12,2011,Isamot Kol,,DC,1,null,null
643,Green Lantern,12,2011,Sayd,,DC,1,null,null
644,Green Lantern,12,2011,Sinestro,,DC,1,null,null
645,DC Sneak Peek: Justice League United,1,2015,Animal Man,,DC,1,null,null
646,DC Sneak Peek: Justice League United,1,2015,Atom,,DC,1,null,null
647,DC Sneak Peek: Justice League United,1,2015,Batgirl,,DC,1,null,null
648,DC Sneak Peek: Justice League United,1,2015,Beast Boy,,DC,1,null,null
649,DC Sneak Peek: Justice League United,1,2015,Black Lightning,,DC,1,null,null
650,DC Sneak Peek: Justice League United,1,2015,Blue Beetle,,DC,1,null,null
651,DC Sneak Peek: Justice League United,1,2015,Booster Gold,,DC,1,null,null
652,DC Sneak Peek: Justice League United,1,2015,Brainiac,,DC,1,null,null
653,DC Sneak Peek: Justice League United,1,2015,Captain Atom,,DC,1,null,null
654,DC Sneak Peek: Justice League United,1,2015,Jonathan 'John' Constantine,,DC,1,null,null
655,DC Sneak Peek: Justice League United,1,2015,Deadman,,DC,1,null,null
656,DC Sneak Peek: Justice League United,1,2015,Deathstroke,,DC,1,null,null
657,DC Sneak Peek: Justice League United,1,2015,Dove,Dawn Granger,DC,1,Dawn,Granger
658,DC Sneak Peek: Justice League United,1,2015,Etrigan the Demon,,DC,1,null,null
659,DC Sneak Peek: Justice League United,1,2015,Fire,,DC,1,null,null
660,DC Sneak Peek: Justice League United,1,2015,Firestorm,,DC,1,null,null
661,DC Sneak Peek: Justice League United,1,2015,Green Lantern,Gardner,DC,1,,Gardner
662,DC Sneak Peek: Justice League United,1,2015,Ice,,DC,1,null,null
663,DC Sneak Peek: Justice League United,1,2015,Katana,,DC,1,null,null
664,DC Sneak Peek: Justice League United,1,2015,Kid Flash,Bart Allen,DC,1,Bart,Allen
665,DC Sneak Peek: Justice League United,1,2015,King Grodd,,DC,1,null,null
666,DC Sneak Peek: Justice League United,1,2015,Lex Luthor,,DC,1,null,null
667,DC Sneak Peek: Justice League United,1,2015,Mera,,DC,1,null,null
668,DC Sneak Peek: Justice League United,1,2015,Poison Ivy,,DC,1,null,null
669,DC Sneak Peek: Justice League United,1,2015,Shazam,,DC,1,null,null
670,DC Sneak Peek: Justice League United,1,2015,Sinestro,,DC,1,null,null
671,DC Sneak Peek: Justice League United,1,2015,Starfire,,DC,1,null,null
672,DC Sneak Peek: Justice League United,1,2015,Stargirl,,DC,1,null,null
673,DC Sneak Peek: Justice League United,1,2015,Steel,,DC,1,null,null
674,DC Sneak Peek: Justice League United,1,2015,Adam Strange,,DC,1,null,null
675,DC Sneak Peek: Justice League United,1,2015,Swamp Thing,,DC,1,null,null
676,DC Sneak Peek: Justice League United,1,2015,Vixen,,DC,1,null,null
677,DC Sneak Peek: Justice League United,1,2015,Wonder Girl,,DC,1,null,null
678,DC Sneak Peek: Justice League United,1,2015,Wonder Woman,,DC,1,null,null
679,DC Sneak Peek: Justice League United,1,2015,Zatanna,,DC,1,null,null
680,Green Lantern: Emerald Dawn,None,1989,Carol Ferris,,DC,1,null,null
681,Green Lantern: Emerald Dawn,None,1989,Green Lantern,Hal Jordan,DC,1,Hal,Jordan
682,Green Lantern: Emerald Dawn,None,1989,Kilowog,,DC,1,null,null
683,Green Lantern: Emerald Dawn,None,1989,Salaak,,DC,1,null,null
684,Green Lantern: Emerald Dawn,None,1989,Sinestro,,DC,1,null,null
685,Green Lantern: Emerald Dawn,None,1989,Abin Sur,,DC,1,null,null
686,Green Lantern: Emerald Dawn,None,1989,Tomar-Re,,DC,1,null,null
687,Aquaman,5,1989,Aquaman,,DC,1,null,null
688,Batman Incorporated,4,2012,Batman,Wayne,DC,1,,Wayne
